trainingdata,dim,n,m,track,rank,step,l
fjc,30,6,5,lwr,p,23,0
fjc,30,6,5,lwr,p,24,0
fjc,30,6,5,lwr,p,25,0
fjc,30,6,5,lwr,p,26,0
fjc,30,6,5,lwr,p,27,0
fjc,30,6,5,lwr,p,28,0
fjc,30,6,5,lwr,p,29,0
fjc,30,6,5,lwr,p,30,0
fjc,30,6,5,rnd,b,1,7912
fjc,30,6,5,rnd,b,2,6914
fjc,30,6,5,rnd,b,3,6610
fjc,30,6,5,rnd,b,4,6120
fjc,30,6,5,rnd,b,5,5914
fjc,30,6,5,rnd,b,6,5512
fjc,30,6,5,rnd,b,7,5214
fjc,30,6,5,rnd,b,8,4594
fjc,30,6,5,rnd,b,9,4284
fjc,30,6,5,rnd,b,10,3820
fjc,30,6,5,rnd,b,11,3472
fjc,30,6,5,rnd,b,12,3320
fjc,30,6,5,rnd,b,13,3088
fjc,30,6,5,rnd,b,14,2788
fjc,30,6,5,rnd,b,15,2418
fjc,30,6,5,rnd,b,16,2174
fjc,30,6,5,rnd,b,17,2200
fjc,30,6,5,rnd,b,18,1922
fjc,30,6,5,rnd,b,19,1782
fjc,30,6,5,rnd,b,20,1598
fjc,30,6,5,rnd,b,21,1304
fjc,30,6,5,rnd,b,22,1056
fjc,30,6,5,rnd,b,23,860
fjc,30,6,5,rnd,b,24,684
fjc,30,6,5,rnd,b,25,468
fjc,30,6,5,rnd,b,26,398
fjc,30,6,5,rnd,b,27,248
fjc,30,6,5,rnd,b,28,132
fjc,30,6,5,rnd,b,29,118
fjc,30,6,5,rnd,b,30,0
fjc,30,6,5,rnd,f,1,5836
fjc,30,6,5,rnd,f,2,4986
fjc,30,6,5,rnd,f,3,4774
fjc,30,6,5,rnd,f,4,4472
fjc,30,6,5,rnd,f,5,4426
fjc,30,6,5,rnd,f,6,4224
fjc,30,6,5,rnd,f,7,4040
fjc,30,6,5,rnd,f,8,3706
fjc,30,6,5,rnd,f,9,3536
fjc,30,6,5,rnd,f,10,3224
fjc,30,6,5,rnd,f,11,3002
fjc,30,6,5,rnd,f,12,2886
fjc,30,6,5,rnd,f,13,2718
fjc,30,6,5,rnd,f,14,2464
fjc,30,6,5,rnd,f,15,2154
fjc,30,6,5,rnd,f,16,1964
fjc,30,6,5,rnd,f,17,1956
fjc,30,6,5,rnd,f,18,1748
fjc,30,6,5,rnd,f,19,1652
fjc,30,6,5,rnd,f,20,1472
fjc,30,6,5,rnd,f,21,1220
fjc,30,6,5,rnd,f,22,978
fjc,30,6,5,rnd,f,23,810
fjc,30,6,5,rnd,f,24,650
fjc,30,6,5,rnd,f,25,454
fjc,30,6,5,rnd,f,26,384
fjc,30,6,5,rnd,f,27,240
fjc,30,6,5,rnd,f,28,132
fjc,30,6,5,rnd,f,29,118
fjc,30,6,5,rnd,f,30,0
fjc,30,6,5,rnd,p,1,5000
fjc,30,6,5,rnd,p,2,4320
fjc,30,6,5,rnd,p,3,4340
fjc,30,6,5,rnd,p,4,4130
fjc,30,6,5,rnd,p,5,4180
fjc,30,6,5,rnd,p,6,4030
fjc,30,6,5,rnd,p,7,3858
fjc,30,6,5,rnd,p,8,3534
fjc,30,6,5,rnd,p,9,3406
fjc,30,6,5,rnd,p,10,3100
fjc,30,6,5,rnd,p,11,2944
fjc,30,6,5,rnd,p,12,2828
fjc,30,6,5,rnd,p,13,2686
fjc,30,6,5,rnd,p,14,2408
fjc,30,6,5,rnd,p,15,2126
fjc,30,6,5,rnd,p,16,1928
fjc,30,6,5,rnd,p,17,1936
fjc,30,6,5,rnd,p,18,1716
fjc,30,6,5,rnd,p,19,1636
fjc,30,6,5,rnd,p,20,1450
fjc,30,6,5,rnd,p,21,1216
fjc,30,6,5,rnd,p,22,972
fjc,30,6,5,rnd,p,23,804
fjc,30,6,5,rnd,p,24,644
fjc,30,6,5,rnd,p,25,452
fjc,30,6,5,rnd,p,26,384
fjc,30,6,5,rnd,p,27,240
fjc,30,6,5,rnd,p,28,132
fjc,30,6,5,rnd,p,29,118
fjc,30,6,5,rnd,p,30,0
fmc,30,6,5,opt,b,1,5698
fmc,30,6,5,opt,b,2,4136
fmc,30,6,5,opt,b,3,4996
fmc,30,6,5,opt,b,4,4990
fmc,30,6,5,opt,b,5,5194
fmc,30,6,5,opt,b,6,5292
fmc,30,6,5,opt,b,7,5370
fmc,30,6,5,opt,b,8,5274
fmc,30,6,5,opt,b,9,5090
fmc,30,6,5,opt,b,10,5040
fmc,30,6,5,opt,b,11,4822
fmc,30,6,5,opt,b,12,4712
fmc,30,6,5,opt,b,13,4512
fmc,30,6,5,opt,b,14,4440
fmc,30,6,5,opt,b,15,4142
fmc,30,6,5,opt,b,16,3922
fmc,30,6,5,opt,b,17,3748
fmc,30,6,5,opt,b,18,3448
fmc,30,6,5,opt,b,19,3052
fmc,30,6,5,opt,b,20,2810
fmc,30,6,5,opt,b,21,2536
fmc,30,6,5,opt,b,22,2238
fmc,30,6,5,opt,b,23,1848
fmc,30,6,5,opt,b,24,1602
fmc,30,6,5,opt,b,25,1088
fmc,30,6,5,opt,b,26,832
fmc,30,6,5,opt,b,27,516
fmc,30,6,5,opt,b,28,290
fmc,30,6,5,opt,b,29,136
fmc,30,6,5,opt,b,30,0
fmc,30,6,5,opt,f,1,5784
fmc,30,6,5,opt,f,2,3632
fmc,30,6,5,opt,f,3,4302
fmc,30,6,5,opt,f,4,3794
fmc,30,6,5,opt,f,5,4058
fmc,30,6,5,opt,f,6,4130
fmc,30,6,5,opt,f,7,4204
fmc,30,6,5,opt,f,8,4008
fmc,30,6,5,opt,f,9,3842
fmc,30,6,5,opt,f,10,3804
fmc,30,6,5,opt,f,11,3660
fmc,30,6,5,opt,f,12,3562
fmc,30,6,5,opt,f,13,3486
fmc,30,6,5,opt,f,14,3388
fmc,30,6,5,opt,f,15,3200
fmc,30,6,5,opt,f,16,3062
fmc,30,6,5,opt,f,17,2898
fmc,30,6,5,opt,f,18,2690
fmc,30,6,5,opt,f,19,2480
fmc,30,6,5,opt,f,20,2202
fmc,30,6,5,opt,f,21,2018
fmc,30,6,5,opt,f,22,1774
fmc,30,6,5,opt,f,23,1516
fmc,30,6,5,opt,f,24,1294
fmc,30,6,5,opt,f,25,978
fmc,30,6,5,opt,f,26,780
fmc,30,6,5,opt,f,27,506
fmc,30,6,5,opt,f,28,290
fmc,30,6,5,opt,f,29,136
fmc,30,6,5,opt,f,30,0
fmc,30,6,5,opt,p,1,4920
fmc,30,6,5,opt,p,2,3340
fmc,30,6,5,opt,p,3,4080
fmc,30,6,5,opt,p,4,3680
fmc,30,6,5,opt,p,5,3940
fmc,30,6,5,opt,p,6,4042
fmc,30,6,5,opt,p,7,4088
fmc,30,6,5,opt,p,8,3876
fmc,30,6,5,opt,p,9,3756
fmc,30,6,5,opt,p,10,3736
fmc,30,6,5,opt,p,11,3604
fmc,30,6,5,opt,p,12,3510
fmc,30,6,5,opt,p,13,3422
fmc,30,6,5,opt,p,14,3322
fmc,30,6,5,opt,p,15,3138
fmc,30,6,5,opt,p,16,3006
fmc,30,6,5,opt,p,17,2846
fmc,30,6,5,opt,p,18,2656
fmc,30,6,5,opt,p,19,2448
fmc,30,6,5,opt,p,20,2184
fmc,30,6,5,opt,p,21,1996
fmc,30,6,5,opt,p,22,1756
fmc,30,6,5,opt,p,23,1494
fmc,30,6,5,opt,p,24,1284
fmc,30,6,5,opt,p,25,962
fmc,30,6,5,opt,p,26,768
fmc,30,6,5,opt,p,27,504
fmc,30,6,5,opt,p,28,290
fmc,30,6,5,opt,p,29,136
fmc,30,6,5,opt,p,30,0
fmc,30,6,5,cma,b,1,5698
fmc,30,6,5,cma,b,2,3074
fmc,30,6,5,cma,b,3,4580
fmc,30,6,5,cma,b,4,4208
fmc,30,6,5,cma,b,5,4470
fmc,30,6,5,cma,b,6,5280
fmc,30,6,5,cma,b,7,5414
fmc,30,6,5,cma,b,8,4472
fmc,30,6,5,cma,b,9,4368
fmc,30,6,5,cma,b,10,4268
fmc,30,6,5,cma,b,11,3824
fmc,30,6,5,cma,b,12,3562
fmc,30,6,5,cma,b,13,3562
fmc,30,6,5,cma,b,14,3022
fmc,30,6,5,cma,b,15,2916
fmc,30,6,5,cma,b,16,2358
fmc,30,6,5,cma,b,17,2098
fmc,30,6,5,cma,b,18,2070
fmc,30,6,5,cma,b,19,2010
fmc,30,6,5,cma,b,20,1946
fmc,30,6,5,cma,b,21,1674
fmc,30,6,5,cma,b,22,1500
fmc,30,6,5,cma,b,23,1338
fmc,30,6,5,cma,b,24,1134
fmc,30,6,5,cma,b,25,1012
fmc,30,6,5,cma,b,26,536
fmc,30,6,5,cma,b,27,336
fmc,30,6,5,cma,b,28,204
fmc,30,6,5,cma,b,29,140
fmc,30,6,5,cma,b,30,0
fmc,30,6,5,cma,f,1,5784
fmc,30,6,5,cma,f,2,2864
fmc,30,6,5,cma,f,3,4074
fmc,30,6,5,cma,f,4,3370
fmc,30,6,5,cma,f,5,3706
fmc,30,6,5,cma,f,6,4160
fmc,30,6,5,cma,f,7,4222
fmc,30,6,5,cma,f,8,3612
fmc,30,6,5,cma,f,9,3504
fmc,30,6,5,cma,f,10,3494
fmc,30,6,5,cma,f,11,3220
fmc,30,6,5,cma,f,12,2734
fmc,30,6,5,cma,f,13,2692
fmc,30,6,5,cma,f,14,2566
fmc,30,6,5,cma,f,15,2512
fmc,30,6,5,cma,f,16,2022
fmc,30,6,5,cma,f,17,1882
fmc,30,6,5,cma,f,18,1726
fmc,30,6,5,cma,f,19,1642
fmc,30,6,5,cma,f,20,1814
fmc,30,6,5,cma,f,21,1428
fmc,30,6,5,cma,f,22,1360
fmc,30,6,5,cma,f,23,1122
fmc,30,6,5,cma,f,24,934
fmc,30,6,5,cma,f,25,952
fmc,30,6,5,cma,f,26,458
fmc,30,6,5,cma,f,27,330
fmc,30,6,5,cma,f,28,204
fmc,30,6,5,cma,f,29,140
fmc,30,6,5,cma,f,30,0
fmc,30,6,5,cma,p,1,4920
fmc,30,6,5,cma,p,2,2750
fmc,30,6,5,cma,p,3,4010
fmc,30,6,5,cma,p,4,3330
fmc,30,6,5,cma,p,5,3640
fmc,30,6,5,cma,p,6,4130
fmc,30,6,5,cma,p,7,4190
fmc,30,6,5,cma,p,8,3598
fmc,30,6,5,cma,p,9,3462
fmc,30,6,5,cma,p,10,3470
fmc,30,6,5,cma,p,11,3220
fmc,30,6,5,cma,p,12,2710
fmc,30,6,5,cma,p,13,2646
fmc,30,6,5,cma,p,14,2546
fmc,30,6,5,cma,p,15,2494
fmc,30,6,5,cma,p,16,2012
fmc,30,6,5,cma,p,17,1874
fmc,30,6,5,cma,p,18,1714
fmc,30,6,5,cma,p,19,1634
fmc,30,6,5,cma,p,20,1810
fmc,30,6,5,cma,p,21,1420
fmc,30,6,5,cma,p,22,1360
fmc,30,6,5,cma,p,23,1122
fmc,30,6,5,cma,p,24,926
fmc,30,6,5,cma,p,25,950
fmc,30,6,5,cma,p,26,456
fmc,30,6,5,cma,p,27,330
fmc,30,6,5,cma,p,28,204
fmc,30,6,5,cma,p,29,140
fmc,30,6,5,cma,p,30,0
fmc,30,6,5,mwr,b,1,5698
fmc,30,6,5,mwr,b,2,2818
fmc,30,6,5,mwr,b,3,4344
fmc,30,6,5,mwr,b,4,5248
fmc,30,6,5,mwr,b,5,5418
fmc,30,6,5,mwr,b,6,4040
fmc,30,6,5,mwr,b,7,3252
fmc,30,6,5,mwr,b,8,3880
fmc,30,6,5,mwr,b,9,4140
fmc,30,6,5,mwr,b,10,4120
fmc,30,6,5,mwr,b,11,3984
fmc,30,6,5,mwr,b,12,2822
fmc,30,6,5,mwr,b,13,2300
fmc,30,6,5,mwr,b,14,3108
fmc,30,6,5,mwr,b,15,3526
fmc,30,6,5,mwr,b,16,3706
fmc,30,6,5,mwr,b,17,3554
fmc,30,6,5,mwr,b,18,2678
fmc,30,6,5,mwr,b,19,2244
fmc,30,6,5,mwr,b,20,2916
fmc,30,6,5,mwr,b,21,2958
fmc,30,6,5,mwr,b,22,2856
fmc,30,6,5,mwr,b,23,2812
fmc,30,6,5,mwr,b,24,2100
fmc,30,6,5,mwr,b,25,1818
fmc,30,6,5,mwr,b,26,1300
fmc,30,6,5,mwr,b,27,776
fmc,30,6,5,mwr,b,28,312
fmc,30,6,5,mwr,b,29,48
fmc,30,6,5,mwr,b,30,0
fmc,30,6,5,mwr,f,1,5784
fmc,30,6,5,mwr,f,2,2700
fmc,30,6,5,mwr,f,3,3922
fmc,30,6,5,mwr,f,4,3900
fmc,30,6,5,mwr,f,5,3808
fmc,30,6,5,mwr,f,6,2638
fmc,30,6,5,mwr,f,7,2644
fmc,30,6,5,mwr,f,8,2700
fmc,30,6,5,mwr,f,9,3202
fmc,30,6,5,mwr,f,10,3066
fmc,30,6,5,mwr,f,11,2864
fmc,30,6,5,mwr,f,12,1832
fmc,30,6,5,mwr,f,13,1864
fmc,30,6,5,mwr,f,14,2118
fmc,30,6,5,mwr,f,15,2720
fmc,30,6,5,mwr,f,16,2714
fmc,30,6,5,mwr,f,17,2532
fmc,30,6,5,mwr,f,18,1744
fmc,30,6,5,mwr,f,19,1800
fmc,30,6,5,mwr,f,20,2016
fmc,30,6,5,mwr,f,21,2222
fmc,30,6,5,mwr,f,22,2198
fmc,30,6,5,mwr,f,23,2118
fmc,30,6,5,mwr,f,24,1366
fmc,30,6,5,mwr,f,25,1426
fmc,30,6,5,mwr,f,26,1012
fmc,30,6,5,mwr,f,27,686
fmc,30,6,5,mwr,f,28,312
fmc,30,6,5,mwr,f,29,48
fmc,30,6,5,mwr,f,30,0
fmc,30,6,5,mwr,p,1,4920
fmc,30,6,5,mwr,p,2,2620
fmc,30,6,5,mwr,p,3,3860
fmc,30,6,5,mwr,p,4,3840
fmc,30,6,5,mwr,p,5,3780
fmc,30,6,5,mwr,p,6,2590
fmc,30,6,5,mwr,p,7,2560
fmc,30,6,5,mwr,p,8,2620
fmc,30,6,5,mwr,p,9,3140
fmc,30,6,5,mwr,p,10,3010
fmc,30,6,5,mwr,p,11,2840
fmc,30,6,5,mwr,p,12,1800
fmc,30,6,5,mwr,p,13,1830
fmc,30,6,5,mwr,p,14,2090
fmc,30,6,5,mwr,p,15,2690
fmc,30,6,5,mwr,p,16,2690
fmc,30,6,5,mwr,p,17,2500
fmc,30,6,5,mwr,p,18,1690
fmc,30,6,5,mwr,p,19,1720
fmc,30,6,5,mwr,p,20,1940
fmc,30,6,5,mwr,p,21,2180
fmc,30,6,5,mwr,p,22,2160
fmc,30,6,5,mwr,p,23,2080
fmc,30,6,5,mwr,p,24,1320
fmc,30,6,5,mwr,p,25,1368
fmc,30,6,5,mwr,p,26,1000
fmc,30,6,5,mwr,p,27,684
fmc,30,6,5,mwr,p,28,312
fmc,30,6,5,mwr,p,29,48
fmc,30,6,5,mwr,p,30,0
fmc,30,6,5,lwr,b,1,5698
fmc,30,6,5,lwr,b,2,4098
fmc,30,6,5,lwr,b,3,4098
fmc,30,6,5,lwr,b,4,4098
fmc,30,6,5,lwr,b,5,4098
fmc,30,6,5,lwr,b,6,2948
fmc,30,6,5,lwr,b,7,2420
fmc,30,6,5,lwr,b,8,2244
fmc,30,6,5,lwr,b,9,2220
fmc,30,6,5,lwr,b,10,2220
fmc,30,6,5,lwr,b,11,1536
fmc,30,6,5,lwr,b,12,1580
fmc,30,6,5,lwr,b,13,1382
fmc,30,6,5,lwr,b,14,1288
fmc,30,6,5,lwr,b,15,1270
fmc,30,6,5,lwr,b,16,792
fmc,30,6,5,lwr,b,17,944
fmc,30,6,5,lwr,b,18,792
fmc,30,6,5,lwr,b,19,744
fmc,30,6,5,lwr,b,20,712
fmc,30,6,5,lwr,b,21,356
fmc,30,6,5,lwr,b,22,128
fmc,30,6,5,lwr,b,23,54
fmc,30,6,5,lwr,b,24,26
fmc,30,6,5,lwr,b,25,0
fmc,30,6,5,lwr,b,26,0
fmc,30,6,5,lwr,b,27,0
fmc,30,6,5,lwr,b,28,0
fmc,30,6,5,lwr,b,29,0
fmc,30,6,5,lwr,b,30,0
fmc,30,6,5,lwr,f,1,5784
fmc,30,6,5,lwr,f,2,3556
fmc,30,6,5,lwr,f,3,3556
fmc,30,6,5,lwr,f,4,3556
fmc,30,6,5,lwr,f,5,3556
fmc,30,6,5,lwr,f,6,2802
fmc,30,6,5,lwr,f,7,2214
fmc,30,6,5,lwr,f,8,2048
fmc,30,6,5,lwr,f,9,2024
fmc,30,6,5,lwr,f,10,2024
fmc,30,6,5,lwr,f,11,1498
fmc,30,6,5,lwr,f,12,1510
fmc,30,6,5,lwr,f,13,1314
fmc,30,6,5,lwr,f,14,1222
fmc,30,6,5,lwr,f,15,1204
fmc,30,6,5,lwr,f,16,792
fmc,30,6,5,lwr,f,17,944
fmc,30,6,5,lwr,f,18,792
fmc,30,6,5,lwr,f,19,744
fmc,30,6,5,lwr,f,20,712
fmc,30,6,5,lwr,f,21,356
fmc,30,6,5,lwr,f,22,128
fmc,30,6,5,lwr,f,23,54
fmc,30,6,5,lwr,f,24,26
fmc,30,6,5,lwr,f,25,0
fmc,30,6,5,lwr,f,26,0
fmc,30,6,5,lwr,f,27,0
fmc,30,6,5,lwr,f,28,0
fmc,30,6,5,lwr,f,29,0
fmc,30,6,5,lwr,f,30,0
fmc,30,6,5,lwr,p,1,4920
fmc,30,6,5,lwr,p,2,3340
fmc,30,6,5,lwr,p,3,3340
fmc,30,6,5,lwr,p,4,3340
fmc,30,6,5,lwr,p,5,3340
fmc,30,6,5,lwr,p,6,2672
fmc,30,6,5,lwr,p,7,2128
fmc,30,6,5,lwr,p,8,1976
fmc,30,6,5,lwr,p,9,1952
fmc,30,6,5,lwr,p,10,1952
fmc,30,6,5,lwr,p,11,1464
fmc,30,6,5,lwr,p,12,1488
fmc,30,6,5,lwr,p,13,1296
fmc,30,6,5,lwr,p,14,1206
fmc,30,6,5,lwr,p,15,1188
fmc,30,6,5,lwr,p,16,792
fmc,30,6,5,lwr,p,17,944
fmc,30,6,5,lwr,p,18,792
fmc,30,6,5,lwr,p,19,744
fmc,30,6,5,lwr,p,20,712
fmc,30,6,5,lwr,p,21,356
fmc,30,6,5,lwr,p,22,128
fmc,30,6,5,lwr,p,23,54
fmc,30,6,5,lwr,p,24,26
fmc,30,6,5,lwr,p,25,0
fmc,30,6,5,lwr,p,26,0
fmc,30,6,5,lwr,p,27,0
fmc,30,6,5,lwr,p,28,0
fmc,30,6,5,lwr,p,29,0
fmc,30,6,5,lwr,p,30,0
fmc,30,6,5,rnd,b,1,5698
fmc,30,6,5,rnd,b,2,3584
fmc,30,6,5,rnd,b,3,4400
fmc,30,6,5,rnd,b,4,4454
fmc,30,6,5,rnd,b,5,4132
fmc,30,6,5,rnd,b,6,3916
fmc,30,6,5,rnd,b,7,3734
fmc,30,6,5,rnd,b,8,3838
fmc,30,6,5,rnd,b,9,3340
fmc,30,6,5,rnd,b,10,3074
fmc,30,6,5,rnd,b,11,2760
fmc,30,6,5,rnd,b,12,2664
fmc,30,6,5,rnd,b,13,2458
fmc,30,6,5,rnd,b,14,2272
fmc,30,6,5,rnd,b,15,2028
fmc,30,6,5,rnd,b,16,1724
fmc,30,6,5,rnd,b,17,1598
fmc,30,6,5,rnd,b,18,1406
fmc,30,6,5,rnd,b,19,1424
fmc,30,6,5,rnd,b,20,1298
fmc,30,6,5,rnd,b,21,1060
fmc,30,6,5,rnd,b,22,926
fmc,30,6,5,rnd,b,23,722
fmc,30,6,5,rnd,b,24,530
fmc,30,6,5,rnd,b,25,402
fmc,30,6,5,rnd,b,26,316
fmc,30,6,5,rnd,b,27,190
fmc,30,6,5,rnd,b,28,62
fmc,30,6,5,rnd,b,29,38
fmc,30,6,5,rnd,b,30,0
fmc,30,6,5,rnd,f,1,5784
fmc,30,6,5,rnd,f,2,3252
fmc,30,6,5,rnd,f,3,3880
fmc,30,6,5,rnd,f,4,3496
fmc,30,6,5,rnd,f,5,3324
fmc,30,6,5,rnd,f,6,3322
fmc,30,6,5,rnd,f,7,3138
fmc,30,6,5,rnd,f,8,3184
fmc,30,6,5,rnd,f,9,2814
fmc,30,6,5,rnd,f,10,2618
fmc,30,6,5,rnd,f,11,2374
fmc,30,6,5,rnd,f,12,2284
fmc,30,6,5,rnd,f,13,2118
fmc,30,6,5,rnd,f,14,1982
fmc,30,6,5,rnd,f,15,1786
fmc,30,6,5,rnd,f,16,1516
fmc,30,6,5,rnd,f,17,1420
fmc,30,6,5,rnd,f,18,1246
fmc,30,6,5,rnd,f,19,1336
fmc,30,6,5,rnd,f,20,1190
fmc,30,6,5,rnd,f,21,962
fmc,30,6,5,rnd,f,22,840
fmc,30,6,5,rnd,f,23,676
fmc,30,6,5,rnd,f,24,490
fmc,30,6,5,rnd,f,25,380
fmc,30,6,5,rnd,f,26,304
fmc,30,6,5,rnd,f,27,188
fmc,30,6,5,rnd,f,28,62
fmc,30,6,5,rnd,f,29,38
fmc,30,6,5,rnd,f,30,0
fmc,30,6,5,rnd,p,1,4920
fmc,30,6,5,rnd,p,2,3030
fmc,30,6,5,rnd,p,3,3820
fmc,30,6,5,rnd,p,4,3410
fmc,30,6,5,rnd,p,5,3250
fmc,30,6,5,rnd,p,6,3250
fmc,30,6,5,rnd,p,7,3110
fmc,30,6,5,rnd,p,8,3150
fmc,30,6,5,rnd,p,9,2770
fmc,30,6,5,rnd,p,10,2578
fmc,30,6,5,rnd,p,11,2348
fmc,30,6,5,rnd,p,12,2256
fmc,30,6,5,rnd,p,13,2100
fmc,30,6,5,rnd,p,14,1964
fmc,30,6,5,rnd,p,15,1760
fmc,30,6,5,rnd,p,16,1500
fmc,30,6,5,rnd,p,17,1412
fmc,30,6,5,rnd,p,18,1236
fmc,30,6,5,rnd,p,19,1324
fmc,30,6,5,rnd,p,20,1180
fmc,30,6,5,rnd,p,21,958
fmc,30,6,5,rnd,p,22,838
fmc,30,6,5,rnd,p,23,676
fmc,30,6,5,rnd,p,24,490
fmc,30,6,5,rnd,p,25,380
fmc,30,6,5,rnd,p,26,302
fmc,30,6,5,rnd,p,27,188
fmc,30,6,5,rnd,p,28,62
fmc,30,6,5,rnd,p,29,38
fmc,30,6,5,rnd,p,30,0
fmxc,30,6,5,opt,b,1,6102
fmxc,30,6,5,opt,b,2,4694
fmxc,30,6,5,opt,b,3,5186
fmxc,30,6,5,opt,b,4,5190
fmxc,30,6,5,opt,b,5,5518
fmxc,30,6,5,opt,b,6,5516
fmxc,30,6,5,opt,b,7,5422
fmxc,30,6,5,opt,b,8,5252
fmxc,30,6,5,opt,b,9,5222
fmxc,30,6,5,opt,b,10,5198
fmxc,30,6,5,opt,b,11,4936
fmxc,30,6,5,opt,b,12,4844
fmxc,30,6,5,opt,b,13,4648
fmxc,30,6,5,opt,b,14,4534
fmxc,30,6,5,opt,b,15,4326
fmxc,30,6,5,opt,b,16,4084
fmxc,30,6,5,opt,b,17,3922
fmxc,30,6,5,opt,b,18,3590
fmxc,30,6,5,opt,b,19,3182
fmxc,30,6,5,opt,b,20,2900
fmxc,30,6,5,opt,b,21,2560
fmxc,30,6,5,opt,b,22,2252
fmxc,30,6,5,opt,b,23,1804
fmxc,30,6,5,opt,b,24,1566
fmxc,30,6,5,opt,b,25,1146
fmxc,30,6,5,opt,b,26,898
fmxc,30,6,5,opt,b,27,560
fmxc,30,6,5,opt,b,28,316
fmxc,30,6,5,opt,b,29,164
fmxc,30,6,5,opt,b,30,0
fmxc,30,6,5,opt,f,1,5806
fmxc,30,6,5,opt,f,2,4040
fmxc,30,6,5,opt,f,3,4388
fmxc,30,6,5,opt,f,4,3912
fmxc,30,6,5,opt,f,5,4208
fmxc,30,6,5,opt,f,6,4228
fmxc,30,6,5,opt,f,7,4114
fmxc,30,6,5,opt,f,8,3940
fmxc,30,6,5,opt,f,9,3918
fmxc,30,6,5,opt,f,10,3926
fmxc,30,6,5,opt,f,11,3734
fmxc,30,6,5,opt,f,12,3664
fmxc,30,6,5,opt,f,13,3544
fmxc,30,6,5,opt,f,14,3450
fmxc,30,6,5,opt,f,15,3330
fmxc,30,6,5,opt,f,16,3162
fmxc,30,6,5,opt,f,17,3106
fmxc,30,6,5,opt,f,18,2828
fmxc,30,6,5,opt,f,19,2584
fmxc,30,6,5,opt,f,20,2290
fmxc,30,6,5,opt,f,21,2050
fmxc,30,6,5,opt,f,22,1774
fmxc,30,6,5,opt,f,23,1488
fmxc,30,6,5,opt,f,24,1264
fmxc,30,6,5,opt,f,25,1038
fmxc,30,6,5,opt,f,26,860
fmxc,30,6,5,opt,f,27,554
fmxc,30,6,5,opt,f,28,316
fmxc,30,6,5,opt,f,29,164
fmxc,30,6,5,opt,f,30,0
fmxc,30,6,5,opt,p,1,4850
fmxc,30,6,5,opt,p,2,3570
fmxc,30,6,5,opt,p,3,4030
fmxc,30,6,5,opt,p,4,3660
fmxc,30,6,5,opt,p,5,3990
fmxc,30,6,5,opt,p,6,4064
fmxc,30,6,5,opt,p,7,4000
fmxc,30,6,5,opt,p,8,3822
fmxc,30,6,5,opt,p,9,3808
fmxc,30,6,5,opt,p,10,3818
fmxc,30,6,5,opt,p,11,3650
fmxc,30,6,5,opt,p,12,3592
fmxc,30,6,5,opt,p,13,3486
fmxc,30,6,5,opt,p,14,3394
fmxc,30,6,5,opt,p,15,3276
fmxc,30,6,5,opt,p,16,3102
fmxc,30,6,5,opt,p,17,3048
fmxc,30,6,5,opt,p,18,2790
fmxc,30,6,5,opt,p,19,2540
fmxc,30,6,5,opt,p,20,2256
fmxc,30,6,5,opt,p,21,2032
fmxc,30,6,5,opt,p,22,1746
fmxc,30,6,5,opt,p,23,1466
fmxc,30,6,5,opt,p,24,1258
fmxc,30,6,5,opt,p,25,1026
fmxc,30,6,5,opt,p,26,850
fmxc,30,6,5,opt,p,27,548
fmxc,30,6,5,opt,p,28,316
fmxc,30,6,5,opt,p,29,164
fmxc,30,6,5,opt,p,30,0
fmxc,30,6,5,cma,b,1,6102
fmxc,30,6,5,cma,b,2,4500
fmxc,30,6,5,cma,b,3,4530
fmxc,30,6,5,cma,b,4,4536
fmxc,30,6,5,cma,b,5,4530
fmxc,30,6,5,cma,b,6,3218
fmxc,30,6,5,cma,b,7,1892
fmxc,30,6,5,cma,b,8,1780
fmxc,30,6,5,cma,b,9,1756
fmxc,30,6,5,cma,b,10,1756
fmxc,30,6,5,cma,b,11,1250
fmxc,30,6,5,cma,b,12,1066
fmxc,30,6,5,cma,b,13,1052
