trainingdata,dim,n,m,track,rank,step,l
fmxc,30,6,5,cma,b,14,1052
fmxc,30,6,5,cma,b,15,1052
fmxc,30,6,5,cma,b,16,668
fmxc,30,6,5,cma,b,17,572
fmxc,30,6,5,cma,b,18,570
fmxc,30,6,5,cma,b,19,568
fmxc,30,6,5,cma,b,20,568
fmxc,30,6,5,cma,b,21,288
fmxc,30,6,5,cma,b,22,8
fmxc,30,6,5,cma,b,23,6
fmxc,30,6,5,cma,b,24,0
fmxc,30,6,5,cma,b,25,0
fmxc,30,6,5,cma,b,26,0
fmxc,30,6,5,cma,b,27,0
fmxc,30,6,5,cma,b,28,0
fmxc,30,6,5,cma,b,29,0
fmxc,30,6,5,cma,b,30,0
fmxc,30,6,5,cma,f,1,5806
fmxc,30,6,5,cma,f,2,3864
fmxc,30,6,5,cma,f,3,3894
fmxc,30,6,5,cma,f,4,3894
fmxc,30,6,5,cma,f,5,3894
fmxc,30,6,5,cma,f,6,3008
fmxc,30,6,5,cma,f,7,1780
fmxc,30,6,5,cma,f,8,1684
fmxc,30,6,5,cma,f,9,1660
fmxc,30,6,5,cma,f,10,1660
fmxc,30,6,5,cma,f,11,1224
fmxc,30,6,5,cma,f,12,1030
fmxc,30,6,5,cma,f,13,1016
fmxc,30,6,5,cma,f,14,1016
fmxc,30,6,5,cma,f,15,1016
fmxc,30,6,5,cma,f,16,668
fmxc,30,6,5,cma,f,17,572
fmxc,30,6,5,cma,f,18,570
fmxc,30,6,5,cma,f,19,568
fmxc,30,6,5,cma,f,20,568
fmxc,30,6,5,cma,f,21,288
fmxc,30,6,5,cma,f,22,8
fmxc,30,6,5,cma,f,23,6
fmxc,30,6,5,cma,f,24,0
fmxc,30,6,5,cma,f,25,0
fmxc,30,6,5,cma,f,26,0
fmxc,30,6,5,cma,f,27,0
fmxc,30,6,5,cma,f,28,0
fmxc,30,6,5,cma,f,29,0
fmxc,30,6,5,cma,f,30,0
fmxc,30,6,5,cma,p,1,4850
fmxc,30,6,5,cma,p,2,3400
fmxc,30,6,5,cma,p,3,3430
fmxc,30,6,5,cma,p,4,3430
fmxc,30,6,5,cma,p,5,3430
fmxc,30,6,5,cma,p,6,2750
fmxc,30,6,5,cma,p,7,1692
fmxc,30,6,5,cma,p,8,1608
fmxc,30,6,5,cma,p,9,1584
fmxc,30,6,5,cma,p,10,1584
fmxc,30,6,5,cma,p,11,1192
fmxc,30,6,5,cma,p,12,1008
fmxc,30,6,5,cma,p,13,996
fmxc,30,6,5,cma,p,14,996
fmxc,30,6,5,cma,p,15,996
fmxc,30,6,5,cma,p,16,668
fmxc,30,6,5,cma,p,17,572
fmxc,30,6,5,cma,p,18,570
fmxc,30,6,5,cma,p,19,568
fmxc,30,6,5,cma,p,20,568
fmxc,30,6,5,cma,p,21,288
fmxc,30,6,5,cma,p,22,8
fmxc,30,6,5,cma,p,23,6
fmxc,30,6,5,cma,p,24,0
fmxc,30,6,5,cma,p,25,0
fmxc,30,6,5,cma,p,26,0
fmxc,30,6,5,cma,p,27,0
fmxc,30,6,5,cma,p,28,0
fmxc,30,6,5,cma,p,29,0
fmxc,30,6,5,cma,p,30,0
fmxc,30,6,5,mwr,b,1,6102
fmxc,30,6,5,mwr,b,2,2812
fmxc,30,6,5,mwr,b,3,4228
fmxc,30,6,5,mwr,b,4,4972
fmxc,30,6,5,mwr,b,5,5008
fmxc,30,6,5,mwr,b,6,3716
fmxc,30,6,5,mwr,b,7,3120
fmxc,30,6,5,mwr,b,8,3522
fmxc,30,6,5,mwr,b,9,4160
fmxc,30,6,5,mwr,b,10,4102
fmxc,30,6,5,mwr,b,11,3846
fmxc,30,6,5,mwr,b,12,2790
fmxc,30,6,5,mwr,b,13,2194
fmxc,30,6,5,mwr,b,14,2706
fmxc,30,6,5,mwr,b,15,3722
fmxc,30,6,5,mwr,b,16,3978
fmxc,30,6,5,mwr,b,17,3648
fmxc,30,6,5,mwr,b,18,2540
fmxc,30,6,5,mwr,b,19,1966
fmxc,30,6,5,mwr,b,20,2606
fmxc,30,6,5,mwr,b,21,3336
fmxc,30,6,5,mwr,b,22,3488
fmxc,30,6,5,mwr,b,23,3164
fmxc,30,6,5,mwr,b,24,2246
fmxc,30,6,5,mwr,b,25,1778
fmxc,30,6,5,mwr,b,26,1344
fmxc,30,6,5,mwr,b,27,934
fmxc,30,6,5,mwr,b,28,504
fmxc,30,6,5,mwr,b,29,158
fmxc,30,6,5,mwr,b,30,0
fmxc,30,6,5,mwr,f,1,5806
fmxc,30,6,5,mwr,f,2,2724
fmxc,30,6,5,mwr,f,3,3862
fmxc,30,6,5,mwr,f,4,3636
fmxc,30,6,5,mwr,f,5,3450
fmxc,30,6,5,mwr,f,6,2376
fmxc,30,6,5,mwr,f,7,2450
fmxc,30,6,5,mwr,f,8,2330
fmxc,30,6,5,mwr,f,9,3056
fmxc,30,6,5,mwr,f,10,2904
fmxc,30,6,5,mwr,f,11,2732
fmxc,30,6,5,mwr,f,12,1800
fmxc,30,6,5,mwr,f,13,1874
fmxc,30,6,5,mwr,f,14,1806
fmxc,30,6,5,mwr,f,15,2730
fmxc,30,6,5,mwr,f,16,2720
fmxc,30,6,5,mwr,f,17,2532
fmxc,30,6,5,mwr,f,18,1634
fmxc,30,6,5,mwr,f,19,1690
fmxc,30,6,5,mwr,f,20,1698
fmxc,30,6,5,mwr,f,21,2318
fmxc,30,6,5,mwr,f,22,2392
fmxc,30,6,5,mwr,f,23,2310
fmxc,30,6,5,mwr,f,24,1484
fmxc,30,6,5,mwr,f,25,1502
fmxc,30,6,5,mwr,f,26,1184
fmxc,30,6,5,mwr,f,27,872
fmxc,30,6,5,mwr,f,28,504
fmxc,30,6,5,mwr,f,29,158
fmxc,30,6,5,mwr,f,30,0
fmxc,30,6,5,mwr,p,1,4850
fmxc,30,6,5,mwr,p,2,2540
fmxc,30,6,5,mwr,p,3,3740
fmxc,30,6,5,mwr,p,4,3580
fmxc,30,6,5,mwr,p,5,3450
fmxc,30,6,5,mwr,p,6,2370
fmxc,30,6,5,mwr,p,7,2430
fmxc,30,6,5,mwr,p,8,2290
fmxc,30,6,5,mwr,p,9,3020
fmxc,30,6,5,mwr,p,10,2870
fmxc,30,6,5,mwr,p,11,2720
fmxc,30,6,5,mwr,p,12,1790
fmxc,30,6,5,mwr,p,13,1830
fmxc,30,6,5,mwr,p,14,1760
fmxc,30,6,5,mwr,p,15,2700
fmxc,30,6,5,mwr,p,16,2690
fmxc,30,6,5,mwr,p,17,2520
fmxc,30,6,5,mwr,p,18,1620
fmxc,30,6,5,mwr,p,19,1660
fmxc,30,6,5,mwr,p,20,1670
fmxc,30,6,5,mwr,p,21,2300
fmxc,30,6,5,mwr,p,22,2380
fmxc,30,6,5,mwr,p,23,2290
fmxc,30,6,5,mwr,p,24,1450
fmxc,30,6,5,mwr,p,25,1478
fmxc,30,6,5,mwr,p,26,1168
fmxc,30,6,5,mwr,p,27,864
fmxc,30,6,5,mwr,p,28,504
fmxc,30,6,5,mwr,p,29,158
fmxc,30,6,5,mwr,p,30,0
fmxc,30,6,5,lwr,b,1,6102
fmxc,30,6,5,lwr,b,2,4560
fmxc,30,6,5,lwr,b,3,4560
fmxc,30,6,5,lwr,b,4,4560
fmxc,30,6,5,lwr,b,5,4560
fmxc,30,6,5,lwr,b,6,3224
fmxc,30,6,5,lwr,b,7,2568
fmxc,30,6,5,lwr,b,8,2360
fmxc,30,6,5,lwr,b,9,2284
fmxc,30,6,5,lwr,b,10,2284
fmxc,30,6,5,lwr,b,11,1544
fmxc,30,6,5,lwr,b,12,1620
fmxc,30,6,5,lwr,b,13,1360
fmxc,30,6,5,lwr,b,14,1228
fmxc,30,6,5,lwr,b,15,1216
fmxc,30,6,5,lwr,b,16,744
fmxc,30,6,5,lwr,b,17,956
fmxc,30,6,5,lwr,b,18,788
fmxc,30,6,5,lwr,b,19,684
fmxc,30,6,5,lwr,b,20,640
fmxc,30,6,5,lwr,b,21,320
fmxc,30,6,5,lwr,b,22,162
fmxc,30,6,5,lwr,b,23,82
fmxc,30,6,5,lwr,b,24,26
fmxc,30,6,5,lwr,b,25,0
fmxc,30,6,5,lwr,b,26,0
fmxc,30,6,5,lwr,b,27,0
fmxc,30,6,5,lwr,b,28,0
fmxc,30,6,5,lwr,b,29,0
fmxc,30,6,5,lwr,b,30,0
fmxc,30,6,5,lwr,f,1,5806
fmxc,30,6,5,lwr,f,2,3902
fmxc,30,6,5,lwr,f,3,3902
fmxc,30,6,5,lwr,f,4,3902
fmxc,30,6,5,lwr,f,5,3902
fmxc,30,6,5,lwr,f,6,3006
fmxc,30,6,5,lwr,f,7,2344
fmxc,30,6,5,lwr,f,8,2140
fmxc,30,6,5,lwr,f,9,2064
fmxc,30,6,5,lwr,f,10,2064
fmxc,30,6,5,lwr,f,11,1490
fmxc,30,6,5,lwr,f,12,1554
fmxc,30,6,5,lwr,f,13,1290
fmxc,30,6,5,lwr,f,14,1162
fmxc,30,6,5,lwr,f,15,1150
fmxc,30,6,5,lwr,f,16,744
fmxc,30,6,5,lwr,f,17,956
fmxc,30,6,5,lwr,f,18,788
fmxc,30,6,5,lwr,f,19,684
fmxc,30,6,5,lwr,f,20,640
fmxc,30,6,5,lwr,f,21,320
fmxc,30,6,5,lwr,f,22,162
fmxc,30,6,5,lwr,f,23,82
fmxc,30,6,5,lwr,f,24,26
fmxc,30,6,5,lwr,f,25,0
fmxc,30,6,5,lwr,f,26,0
fmxc,30,6,5,lwr,f,27,0
fmxc,30,6,5,lwr,f,28,0
fmxc,30,6,5,lwr,f,29,0
fmxc,30,6,5,lwr,f,30,0
fmxc,30,6,5,lwr,p,1,4850
fmxc,30,6,5,lwr,p,2,3420
fmxc,30,6,5,lwr,p,3,3420
fmxc,30,6,5,lwr,p,4,3420
fmxc,30,6,5,lwr,p,5,3420
fmxc,30,6,5,lwr,p,6,2736
fmxc,30,6,5,lwr,p,7,2168
fmxc,30,6,5,lwr,p,8,1984
fmxc,30,6,5,lwr,p,9,1920
fmxc,30,6,5,lwr,p,10,1920
fmxc,30,6,5,lwr,p,11,1440
fmxc,30,6,5,lwr,p,12,1512
fmxc,30,6,5,lwr,p,13,1254
fmxc,30,6,5,lwr,p,14,1128
fmxc,30,6,5,lwr,p,15,1116
fmxc,30,6,5,lwr,p,16,744
fmxc,30,6,5,lwr,p,17,956
fmxc,30,6,5,lwr,p,18,788
fmxc,30,6,5,lwr,p,19,684
fmxc,30,6,5,lwr,p,20,640
fmxc,30,6,5,lwr,p,21,320
fmxc,30,6,5,lwr,p,22,162
fmxc,30,6,5,lwr,p,23,82
fmxc,30,6,5,lwr,p,24,26
fmxc,30,6,5,lwr,p,25,0
fmxc,30,6,5,lwr,p,26,0
fmxc,30,6,5,lwr,p,27,0
fmxc,30,6,5,lwr,p,28,0
fmxc,30,6,5,lwr,p,29,0
fmxc,30,6,5,lwr,p,30,0
fmxc,30,6,5,rnd,b,1,6102
fmxc,30,6,5,rnd,b,2,3908
fmxc,30,6,5,rnd,b,3,4480
fmxc,30,6,5,rnd,b,4,4372
fmxc,30,6,5,rnd,b,5,4100
fmxc,30,6,5,rnd,b,6,4018
fmxc,30,6,5,rnd,b,7,3700
fmxc,30,6,5,rnd,b,8,3292
fmxc,30,6,5,rnd,b,9,3284
fmxc,30,6,5,rnd,b,10,3010
fmxc,30,6,5,rnd,b,11,2774
fmxc,30,6,5,rnd,b,12,2806
fmxc,30,6,5,rnd,b,13,2638
fmxc,30,6,5,rnd,b,14,2522
fmxc,30,6,5,rnd,b,15,2270
fmxc,30,6,5,rnd,b,16,2092
fmxc,30,6,5,rnd,b,17,1876
fmxc,30,6,5,rnd,b,18,1764
fmxc,30,6,5,rnd,b,19,1508
fmxc,30,6,5,rnd,b,20,1472
fmxc,30,6,5,rnd,b,21,1312
fmxc,30,6,5,rnd,b,22,1076
fmxc,30,6,5,rnd,b,23,842
fmxc,30,6,5,rnd,b,24,690
fmxc,30,6,5,rnd,b,25,500
fmxc,30,6,5,rnd,b,26,322
fmxc,30,6,5,rnd,b,27,194
fmxc,30,6,5,rnd,b,28,88
fmxc,30,6,5,rnd,b,29,26
fmxc,30,6,5,rnd,b,30,0
fmxc,30,6,5,rnd,f,1,5806
fmxc,30,6,5,rnd,f,2,3460
fmxc,30,6,5,rnd,f,3,3960
fmxc,30,6,5,rnd,f,4,3422
fmxc,30,6,5,rnd,f,5,3358
fmxc,30,6,5,rnd,f,6,3368
fmxc,30,6,5,rnd,f,7,3092
fmxc,30,6,5,rnd,f,8,2782
fmxc,30,6,5,rnd,f,9,2722
fmxc,30,6,5,rnd,f,10,2572
fmxc,30,6,5,rnd,f,11,2316
fmxc,30,6,5,rnd,f,12,2390
fmxc,30,6,5,rnd,f,13,2270
fmxc,30,6,5,rnd,f,14,2164
fmxc,30,6,5,rnd,f,15,1990
fmxc,30,6,5,rnd,f,16,1834
fmxc,30,6,5,rnd,f,17,1686
fmxc,30,6,5,rnd,f,18,1612
fmxc,30,6,5,rnd,f,19,1382
fmxc,30,6,5,rnd,f,20,1360
fmxc,30,6,5,rnd,f,21,1226
fmxc,30,6,5,rnd,f,22,1028
fmxc,30,6,5,rnd,f,23,812
fmxc,30,6,5,rnd,f,24,652
fmxc,30,6,5,rnd,f,25,472
fmxc,30,6,5,rnd,f,26,300
fmxc,30,6,5,rnd,f,27,184
fmxc,30,6,5,rnd,f,28,88
fmxc,30,6,5,rnd,f,29,26
fmxc,30,6,5,rnd,f,30,0
fmxc,30,6,5,rnd,p,1,4850
fmxc,30,6,5,rnd,p,2,3120
fmxc,30,6,5,rnd,p,3,3730
fmxc,30,6,5,rnd,p,4,3250
fmxc,30,6,5,rnd,p,5,3240
fmxc,30,6,5,rnd,p,6,3260
fmxc,30,6,5,rnd,p,7,3008
fmxc,30,6,5,rnd,p,8,2742
fmxc,30,6,5,rnd,p,9,2662
fmxc,30,6,5,rnd,p,10,2500
fmxc,30,6,5,rnd,p,11,2256
fmxc,30,6,5,rnd,p,12,2368
fmxc,30,6,5,rnd,p,13,2252
fmxc,30,6,5,rnd,p,14,2140
fmxc,30,6,5,rnd,p,15,1986
fmxc,30,6,5,rnd,p,16,1824
fmxc,30,6,5,rnd,p,17,1680
fmxc,30,6,5,rnd,p,18,1602
fmxc,30,6,5,rnd,p,19,1374
fmxc,30,6,5,rnd,p,20,1356
fmxc,30,6,5,rnd,p,21,1226
fmxc,30,6,5,rnd,p,22,1022
fmxc,30,6,5,rnd,p,23,806
fmxc,30,6,5,rnd,p,24,650
fmxc,30,6,5,rnd,p,25,470
fmxc,30,6,5,rnd,p,26,300
fmxc,30,6,5,rnd,p,27,184
fmxc,30,6,5,rnd,p,28,88
fmxc,30,6,5,rnd,p,29,26
fmxc,30,6,5,rnd,p,30,0
frnd,30,6,5,opt,b,1,5714
frnd,30,6,5,opt,b,2,7900
frnd,30,6,5,opt,b,3,8000
frnd,30,6,5,opt,b,4,8076
frnd,30,6,5,opt,b,5,7976
frnd,30,6,5,opt,b,6,7484
frnd,30,6,5,opt,b,7,7122
frnd,30,6,5,opt,b,8,6826
frnd,30,6,5,opt,b,9,6690
frnd,30,6,5,opt,b,10,6322
frnd,30,6,5,opt,b,11,5910
frnd,30,6,5,opt,b,12,5566
frnd,30,6,5,opt,b,13,5392
frnd,30,6,5,opt,b,14,5078
frnd,30,6,5,opt,b,15,4764
frnd,30,6,5,opt,b,16,4390
frnd,30,6,5,opt,b,17,4086
frnd,30,6,5,opt,b,18,3906
frnd,30,6,5,opt,b,19,3640
frnd,30,6,5,opt,b,20,3324
frnd,30,6,5,opt,b,21,2962
frnd,30,6,5,opt,b,22,2716
frnd,30,6,5,opt,b,23,2402
frnd,30,6,5,opt,b,24,2228
frnd,30,6,5,opt,b,25,1840
frnd,30,6,5,opt,b,26,1464
frnd,30,6,5,opt,b,27,1046
frnd,30,6,5,opt,b,28,594
frnd,30,6,5,opt,b,29,358
frnd,30,6,5,opt,b,30,0
frnd,30,6,5,opt,f,1,5162
frnd,30,6,5,opt,f,2,5240
frnd,30,6,5,opt,f,3,5254
frnd,30,6,5,opt,f,4,5296
frnd,30,6,5,opt,f,5,5296
frnd,30,6,5,opt,f,6,5102
frnd,30,6,5,opt,f,7,4934
frnd,30,6,5,opt,f,8,4900
frnd,30,6,5,opt,f,9,4832
frnd,30,6,5,opt,f,10,4694
frnd,30,6,5,opt,f,11,4532
frnd,30,6,5,opt,f,12,4254
frnd,30,6,5,opt,f,13,4166
frnd,30,6,5,opt,f,14,3986
frnd,30,6,5,opt,f,15,3786
frnd,30,6,5,opt,f,16,3474
frnd,30,6,5,opt,f,17,3334
frnd,30,6,5,opt,f,18,3190
frnd,30,6,5,opt,f,19,3034
frnd,30,6,5,opt,f,20,2760
frnd,30,6,5,opt,f,21,2420
frnd,30,6,5,opt,f,22,2280
frnd,30,6,5,opt,f,23,2036
frnd,30,6,5,opt,f,24,1932
frnd,30,6,5,opt,f,25,1612
frnd,30,6,5,opt,f,26,1328
frnd,30,6,5,opt,f,27,1002
frnd,30,6,5,opt,f,28,594
frnd,30,6,5,opt,f,29,358
frnd,30,6,5,opt,f,30,0
frnd,30,6,5,opt,p,1,5000
frnd,30,6,5,opt,p,2,4930
frnd,30,6,5,opt,p,3,4940
frnd,30,6,5,opt,p,4,4900
frnd,30,6,5,opt,p,5,4890
frnd,30,6,5,opt,p,6,4800
frnd,30,6,5,opt,p,7,4622
frnd,30,6,5,opt,p,8,4598
frnd,30,6,5,opt,p,9,4520
frnd,30,6,5,opt,p,10,4378
frnd,30,6,5,opt,p,11,4282
frnd,30,6,5,opt,p,12,4068
frnd,30,6,5,opt,p,13,4008
frnd,30,6,5,opt,p,14,3820
frnd,30,6,5,opt,p,15,3656
frnd,30,6,5,opt,p,16,3358
frnd,30,6,5,opt,p,17,3242
frnd,30,6,5,opt,p,18,3112
frnd,30,6,5,opt,p,19,2950
frnd,30,6,5,opt,p,20,2708
frnd,30,6,5,opt,p,21,2382
frnd,30,6,5,opt,p,22,2264
frnd,30,6,5,opt,p,23,2032
frnd,30,6,5,opt,p,24,1916
frnd,30,6,5,opt,p,25,1606
frnd,30,6,5,opt,p,26,1324
frnd,30,6,5,opt,p,27,996
frnd,30,6,5,opt,p,28,594
frnd,30,6,5,opt,p,29,358
frnd,30,6,5,opt,p,30,0
frnd,30,6,5,cma,b,1,5714
frnd,30,6,5,cma,b,2,6646
frnd,30,6,5,cma,b,3,7220
frnd,30,6,5,cma,b,4,7476
frnd,30,6,5,cma,b,5,7284
frnd,30,6,5,cma,b,6,6870
frnd,30,6,5,cma,b,7,6564
frnd,30,6,5,cma,b,8,5996
frnd,30,6,5,cma,b,9,6168
frnd,30,6,5,cma,b,10,6246
frnd,30,6,5,cma,b,11,6306
frnd,30,6,5,cma,b,12,6144
frnd,30,6,5,cma,b,13,5928
frnd,30,6,5,cma,b,14,5796
frnd,30,6,5,cma,b,15,5990
frnd,30,6,5,cma,b,16,6018
frnd,30,6,5,cma,b,17,6288
frnd,30,6,5,cma,b,18,6202
frnd,30,6,5,cma,b,19,6108
frnd,30,6,5,cma,b,20,5688
frnd,30,6,5,cma,b,21,5882
frnd,30,6,5,cma,b,22,6040
frnd,30,6,5,cma,b,23,6150
frnd,30,6,5,cma,b,24,5680
frnd,30,6,5,cma,b,25,5648
frnd,30,6,5,cma,b,26,3910
frnd,30,6,5,cma,b,27,2536
frnd,30,6,5,cma,b,28,1236
frnd,30,6,5,cma,b,29,272
frnd,30,6,5,cma,b,30,0
frnd,30,6,5,cma,f,1,5162
frnd,30,6,5,cma,f,2,5460
frnd,30,6,5,cma,f,3,5450
frnd,30,6,5,cma,f,4,5398
frnd,30,6,5,cma,f,5,5110
frnd,30,6,5,cma,f,6,4850
frnd,30,6,5,cma,f,7,4892
frnd,30,6,5,cma,f,8,4498
frnd,30,6,5,cma,f,9,4644
frnd,30,6,5,cma,f,10,4556
frnd,30,6,5,cma,f,11,4640
frnd,30,6,5,cma,f,12,4546
frnd,30,6,5,cma,f,13,4566
frnd,30,6,5,cma,f,14,4458
frnd,30,6,5,cma,f,15,4496
frnd,30,6,5,cma,f,16,4438
frnd,30,6,5,cma,f,17,4600
frnd,30,6,5,cma,f,18,4520
frnd,30,6,5,cma,f,19,4522
frnd,30,6,5,cma,f,20,4134
frnd,30,6,5,cma,f,21,4294
frnd,30,6,5,cma,f,22,4362
frnd,30,6,5,cma,f,23,4310
frnd,30,6,5,cma,f,24,3822
frnd,30,6,5,cma,f,25,4150
frnd,30,6,5,cma,f,26,3172
frnd,30,6,5,cma,f,27,2264
frnd,30,6,5,cma,f,28,1236
frnd,30,6,5,cma,f,29,272
frnd,30,6,5,cma,f,30,0
frnd,30,6,5,cma,p,1,5000
frnd,30,6,5,cma,p,2,4830
frnd,30,6,5,cma,p,3,4810
frnd,30,6,5,cma,p,4,4830
frnd,30,6,5,cma,p,5,4750
frnd,30,6,5,cma,p,6,4470
frnd,30,6,5,cma,p,7,4480
frnd,30,6,5,cma,p,8,4070
frnd,30,6,5,cma,p,9,4350
frnd,30,6,5,cma,p,10,4300
frnd,30,6,5,cma,p,11,4380
frnd,30,6,5,cma,p,12,4270
frnd,30,6,5,cma,p,13,4300
frnd,30,6,5,cma,p,14,4190
frnd,30,6,5,cma,p,15,4310
frnd,30,6,5,cma,p,16,4240
frnd,30,6,5,cma,p,17,4410
frnd,30,6,5,cma,p,18,4288
frnd,30,6,5,cma,p,19,4306
frnd,30,6,5,cma,p,20,3976
frnd,30,6,5,cma,p,21,4184
frnd,30,6,5,cma,p,22,4294
frnd,30,6,5,cma,p,23,4286
frnd,30,6,5,cma,p,24,3776
frnd,30,6,5,cma,p,25,4072
frnd,30,6,5,cma,p,26,3132
frnd,30,6,5,cma,p,27,2244
frnd,30,6,5,cma,p,28,1236
frnd,30,6,5,cma,p,29,272
frnd,30,6,5,cma,p,30,0
frnd,30,6,5,mwr,b,1,5714
frnd,30,6,5,mwr,b,2,6058
frnd,30,6,5,mwr,b,3,6342
frnd,30,6,5,mwr,b,4,5876
frnd,30,6,5,mwr,b,5,5190
frnd,30,6,5,mwr,b,6,4848
frnd,30,6,5,mwr,b,7,4770
frnd,30,6,5,mwr,b,8,4740
frnd,30,6,5,mwr,b,9,4494
frnd,30,6,5,mwr,b,10,4290
frnd,30,6,5,mwr,b,11,4422
frnd,30,6,5,mwr,b,12,4374
frnd,30,6,5,mwr,b,13,4356
frnd,30,6,5,mwr,b,14,4366
frnd,30,6,5,mwr,b,15,4262
frnd,30,6,5,mwr,b,16,4068
frnd,30,6,5,mwr,b,17,4194
frnd,30,6,5,mwr,b,18,4386
frnd,30,6,5,mwr,b,19,4308
frnd,30,6,5,mwr,b,20,4274
frnd,30,6,5,mwr,b,21,4274
frnd,30,6,5,mwr,b,22,3980
frnd,30,6,5,mwr,b,23,3344
frnd,30,6,5,mwr,b,24,2666
frnd,30,6,5,mwr,b,25,1826
frnd,30,6,5,mwr,b,26,1192
frnd,30,6,5,mwr,b,27,598
frnd,30,6,5,mwr,b,28,240
frnd,30,6,5,mwr,b,29,38
frnd,30,6,5,mwr,b,30,0
frnd,30,6,5,mwr,f,1,5162
frnd,30,6,5,mwr,f,2,5388
frnd,30,6,5,mwr,f,3,5028
frnd,30,6,5,mwr,f,4,4564
frnd,30,6,5,mwr,f,5,4166
frnd,30,6,5,mwr,f,6,3930
frnd,30,6,5,mwr,f,7,3862
frnd,30,6,5,mwr,f,8,3720
frnd,30,6,5,mwr,f,9,3580
frnd,30,6,5,mwr,f,10,3476
frnd,30,6,5,mwr,f,11,3582
frnd,30,6,5,mwr,f,12,3528
frnd,30,6,5,mwr,f,13,3578
frnd,30,6,5,mwr,f,14,3498
frnd,30,6,5,mwr,f,15,3514
frnd,30,6,5,mwr,f,16,3318
frnd,30,6,5,mwr,f,17,3464
frnd,30,6,5,mwr,f,18,3650
frnd,30,6,5,mwr,f,19,3584
frnd,30,6,5,mwr,f,20,3376
frnd,30,6,5,mwr,f,21,3308
frnd,30,6,5,mwr,f,22,3080
frnd,30,6,5,mwr,f,23,2668
frnd,30,6,5,mwr,f,24,2118
frnd,30,6,5,mwr,f,25,1524
frnd,30,6,5,mwr,f,26,1048
frnd,30,6,5,mwr,f,27,552
frnd,30,6,5,mwr,f,28,240
frnd,30,6,5,mwr,f,29,38
frnd,30,6,5,mwr,f,30,0
frnd,30,6,5,mwr,p,1,5000
frnd,30,6,5,mwr,p,2,4740
frnd,30,6,5,mwr,p,3,4330
frnd,30,6,5,mwr,p,4,4000
frnd,30,6,5,mwr,p,5,3730
frnd,30,6,5,mwr,p,6,3560
frnd,30,6,5,mwr,p,7,3600
frnd,30,6,5,mwr,p,8,3510
frnd,30,6,5,mwr,p,9,3350
frnd,30,6,5,mwr,p,10,3270
frnd,30,6,5,mwr,p,11,3390
frnd,30,6,5,mwr,p,12,3380
frnd,30,6,5,mwr,p,13,3400
frnd,30,6,5,mwr,p,14,3350
frnd,30,6,5,mwr,p,15,3380
frnd,30,6,5,mwr,p,16,3240
frnd,30,6,5,mwr,p,17,3370
frnd,30,6,5,mwr,p,18,3518
frnd,30,6,5,mwr,p,19,3474
frnd,30,6,5,mwr,p,20,3334
frnd,30,6,5,mwr,p,21,3276
frnd,30,6,5,mwr,p,22,3050
frnd,30,6,5,mwr,p,23,2638
frnd,30,6,5,mwr,p,24,2102
frnd,30,6,5,mwr,p,25,1512
frnd,30,6,5,mwr,p,26,1044
frnd,30,6,5,mwr,p,27,550
frnd,30,6,5,mwr,p,28,240
frnd,30,6,5,mwr,p,29,38
frnd,30,6,5,mwr,p,30,0
frnd,30,6,5,lwr,b,1,5714
frnd,30,6,5,lwr,b,2,7560
frnd,30,6,5,lwr,b,3,7910
frnd,30,6,5,lwr,b,4,7960
frnd,30,6,5,lwr,b,5,7980
frnd,30,6,5,lwr,b,6,4612
frnd,30,6,5,lwr,b,7,5348
frnd,30,6,5,lwr,b,8,5312
frnd,30,6,5,lwr,b,9,5296
frnd,30,6,5,lwr,b,10,5264
frnd,30,6,5,lwr,b,11,3016
frnd,30,6,5,lwr,b,12,3320
frnd,30,6,5,lwr,b,13,3096
frnd,30,6,5,lwr,b,14,2946
